Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,genres,steam_total_reviews,steam_positive_review_ratio,steam_score,transformed_user_score
God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.34,0.12,0.61,4.8,92.0,101.0,8.7,2647.0,M,,,,,8.7
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.13,1.79,0.09,0.79,4.8,86.0,78.0,8.1,1289.0,T,,,,,8.1
Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,239.0,E,,,,,9.0
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,E,,,,,5.4
Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,93.0,T,,,,,7.7
Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1477.0,T,,,,,8.7
Tony Hawks Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,301.0,T,,,,,7.7
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,T,,,,,8.2
Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,149.0,T,Action;Adventure,97612.0,0.9579662336597959,9.6,9.3
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.83,1.12,1.32,0.36,4.62,73.0,50.0,7.6,120.0,E,,,,,7.6
Luigis Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.82,1.39,1.12,0.29,4.62,86.0,74.0,8.4,461.0,E,,,,,8.4
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.86,1.29,0.03,0.42,4.61,84.0,101.0,6.4,2455.0,T,,,,,6.4
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,977.0,E,,,,,8.9
Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,T,,,,,8.4
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,619.0,E,,,,,8.2
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.56,1.24,1.48,0.26,4.54,81.0,88.0,8.5,1189.0,E10+,,,,,8.5
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,E,,,,,7.9
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,167.0,T,,,,,7.9
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,E,,,,,8.2
Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,42.0,E,,,,,7.9
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.18,1.23,0.73,0.34,4.47,93.0,83.0,9.0,1615.0,E,,,,,9.0
God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,1007.0,M,,,,,8.9
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,473.0,E10+,,,,,7.9
Tony Hawks Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,T,,,,,7.5
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,E,,,,,8.9
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.83,1.03,0.13,0.4,4.39,94.0,90.0,8.7,1113.0,M,,,,,8.7
Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.57,1.93,0.19,0.69,4.38,,,4.8,207.0,M,,,,,4.8
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.59,1.37,0.01,0.4,4.37,88.0,39.0,6.2,1759.0,M,RPG,155753.0,0.7086605073417527,7.1,6.8
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,138.0,T,,,,,9.1
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,32.0,E10+,,,,,8.3
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.35,86.0,70.0,8.1,718.0,M,,,,,8.1
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,778.0,E10+,,,,,9.0
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.79,1.13,0.0,0.4,4.32,,,4.9,221.0,M,,,,,4.9
FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,110.0,E,,,,,4.5
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2427.0,M,,,,,6.5
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.24,91.0,70.0,8.9,1130.0,T,,,,,8.9
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,E,,,,,7.3
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,968.0,M,,,,,9.3
FIFA 14,X360,2013.0,Sports,Electronic Arts,0.93,2.89,0.01,0.4,4.22,84.0,41.0,4.2,436.0,E,,,,,4.2
Assassins Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,620.0,M,,,,,7.5
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,E10+,,,,,8.7
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,E,,,,,7.8
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,E,,,,,7.5
Assassins Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.2,80.0,77.0,7.2,570.0,M,,,,,7.2
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,E,,,,,7.1
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17,94.0,61.0,7.3,331.0,T,,,,,7.3
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,E,,,,,7.7
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,1.07,2.22,0.23,0.62,4.14,92.0,79.0,9.2,10270.0,M,,,,,9.2
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3179.0,M,Action,28855.0,0.9618783573037601,9.6,9.4
Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,80.0,80.0,6.3,3018.0,M,,,,,6.3
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,789.0,T,,,,,7.9
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,4.09,87.0,89.0,7.6,2715.0,M,,,,,7.6
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,718.0,M,,,,,8.9
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.15,2.18,0.1,0.63,4.06,85.0,83.0,7.7,1663.0,M,,,,,7.7
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.06,84.0,81.0,8.1,775.0,M,Action;RPG,69905.0,0.9549531507045276,9.5,9.0
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,E,,,,,8.2
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,E,,,,,6.0
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,E,,,,,8.3
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,118.0,T,,,,,8.5
Tom Clancys The Division,PS4,2016.0,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4.0,80.0,64.0,7.0,2234.0,M,,,,,7.0
Assassins Creed: Unity,PS4,2014.0,Action,Ubisoft,1.2,2.09,0.08,0.63,3.99,70.0,40.0,4.9,2069.0,M,,,,,4.9
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,684.0,M,Action,260207.0,0.9676488334287702,9.7,9.3
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,3.95,90.0,57.0,8.0,916.0,M,RPG,12630.0,0.7855106888361045,7.9,7.9
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.03,1.17,0.37,0.38,3.95,93.0,81.0,7.9,1972.0,E10+,,,,,7.9
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,73.0,E10+,,,,,8.8
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.16,0.0,0.6,3.92,94.0,32.0,8.1,9142.0,M,RPG,252254.0,0.940730374939545,9.4,8.9
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,3.92,86.0,80.0,8.7,348.0,T,,,,,8.7
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.91,81.0,27.0,8.7,39.0,E,,,,,8.7
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,87.0,51.0,6.7,369.0,E10+,,,,,6.7
Tony Hawks Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,T,,,,,8.7
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.7,233.0,T,,,,,8.7
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.3,224.0,T,,,,,7.3
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,E,,,,,9.1
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85,76.0,64.0,7.9,104.0,E10+,,,,,7.9
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1570.0,M,,,,,3.7
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,E,,,,,4.0
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,E,,,,,6.9
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,65.0,E10+,,,,,7.5
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,7.7,30.0,T,,,,,7.7
Harry Potter and the Sorcerers Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,43.0,E,,,,,7.5
Assassins Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.69,0.13,0.57,3.72,88.0,36.0,8.1,846.0,M,,,,,8.1
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.72,85.0,56.0,7.9,423.0,E,,,,,7.9
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,210.0,E,,,,,8.8
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,E,,,,,7.6
Tony Hawks Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,129.0,T,,,,,8.5
MySims,DS,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,6.9,14.0,E,,,,,6.9
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,E10+,,,,,8.4
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,83.0,M,,,,,7.9
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,314.0,E,,,,,8.7
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,E,,,,,7.9
Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1025.0,M,,,,,8.9
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.5,204.0,E,,,,,7.5
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,T,,,,,7.6
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,3.61,85.0,18.0,6.9,1586.0,M,,,,,6.9
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,143.0,T,,,,,8.7
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,T,,,,,7.7
Luigis Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.6,162.0,E,,,,,8.6
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.89,1.39,0.0,0.31,3.59,,,6.2,10.0,E10+,,,,,6.2
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,T,,,,,9.0
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,E,,,,,8.0
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,2.25,0.98,0.0,0.33,3.56,78.0,18.0,3.2,315.0,M,,,,,3.2
Assassins Creed: Unity,XOne,2014.0,Action,Ubisoft,2.32,0.9,0.0,0.33,3.56,72.0,59.0,4.1,1008.0,M,,,,,4.1
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,M,,,,,7.8
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,89.0,M,,,,,6.8
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,T,,,,,7.9
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,E,,,,,7.5
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,M,Action,18899.0,0.9498386157997778,9.5,8.8
Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,526.0,M,,,,,7.5
Assassins Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.5,89.0,81.0,8.3,700.0,M,,,,,8.3
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,3.5,80.0,14.0,5.8,580.0,M,,,,,5.8
FIFA Soccer 2004,PS2,2003.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,E,,,,,6.4
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.15,1.02,0.02,0.31,3.49,79.0,21.0,5.6,546.0,M,,,,,5.6
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.21,0.95,0.02,0.31,3.49,92.0,78.0,8.7,1083.0,T,,,,,8.7
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.48,88.0,75.0,8.6,870.0,M,,,,,8.6
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,0.34,0.0,0.36,3.47,82.0,74.0,7.5,570.0,M,,,,,7.5
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,E10+,,,,,8.8
Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,E,,,,,8.4
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,717.0,M,,,,,8.2
Assassins Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.84,2.01,0.07,0.53,3.44,76.0,86.0,6.8,1341.0,M,,,,,6.8
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,T,,,,,8.3
Battlefield 1,XOne,2016.0,Shooter,Electronic Arts,2.14,0.97,0.01,0.32,3.44,87.0,38.0,8.1,470.0,M,,,,,8.1
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.1,1.36,0.49,0.48,3.43,93.0,86.0,8.2,3987.0,M,Action;Adventure,43597.0,0.8863683280959699,8.9,8.6
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,,,,,,RPG,1279.0,0.8045347928068803,8.0,8.0
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,T,Action,201.0,0.9154228855721394,9.2,8.7
Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,109.0,T,,,,,8.9
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.4,91.0,86.0,8.4,660.0,E,,,,,8.4
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.03,0.0,0.32,3.4,76.0,49.0,7.9,75.0,E10+,,,,,7.9
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,E,,,,,6.7
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.3,100.0,E,,,,,8.3
Destiny,XOne,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,3.38,75.0,11.0,5.5,1736.0,T,,,,,5.5
Final Fantasy XV,PS4,2016.0,Role-Playing,Square Enix,1.01,1.12,0.81,0.42,3.37,82.0,102.0,7.7,2659.0,T,,,,,7.7
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1046.0,M,Action;Adventure,51953.0,0.8917868073066041,8.9,8.7
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,T,,,,,8.5
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,T,,,,,7.2
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,231.0,E10+,,,,,7.8
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.4,87.0,M,Action,4361.0,0.900252235725751,9.0,8.8
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.98,1.0,0.03,0.3,3.31,85.0,69.0,7.2,1272.0,M,,,,,7.2
Assassins Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.11,0.01,0.29,3.31,86.0,35.0,7.9,706.0,M,,,,,7.9
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.6,106.0,T,,,,,8.6
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.21,0.92,0.95,0.2,3.28,88.0,85.0,8.7,698.0,E,,,,,8.7
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.74,1.68,0.4,0.45,3.28,81.0,81.0,7.7,762.0,E,,,,,7.7
True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8.0,94.0,M,,,,,8.0
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.61,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0,E10+,,,,,9.2
FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.9,2.12,0.0,0.24,3.26,84.0,45.0,4.4,463.0,E,,,,,4.4
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.35,0.3,0.0,0.6,3.26,83.0,37.0,5.9,180.0,E,,,,,5.9
Wii Music,Wii,2008.0,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0,E,,,,,4.6
FIFA 17,XOne,2016.0,Sports,Electronic Arts,0.72,2.3,0.0,0.22,3.24,84.0,51.0,5.4,210.0,E,,,,,5.4
The Sims 4,PC,2014.0,Simulation,Electronic Arts,1.05,1.93,0.0,0.24,3.23,70.0,74.0,3.9,2075.0,T,,,,,3.9
Killer Instinct,SNES,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,,,,,,Action,1476.0,0.8814363143631436,8.8,8.8
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,566.0,M,,,,,8.6
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1.28,1.29,0.12,0.5,3.18,89.0,78.0,7.7,1017.0,M,Adventure;Strategy,16411.0,0.8589360794588995,8.6,8.2
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0,T,,,,,8.1
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8.0,465.0,T,,,,,8.0
Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85.0,T,,,,,7.6
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,97.0,E,,,,,9.1
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.55,1.07,1.41,0.13,3.16,66.0,60.0,6.8,107.0,E,,,,,6.8
Animal Crossing,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,138.0,E,,,,,8.9
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0,E,,,,,6.5
Mario Party 9,Wii,2012.0,Misc,Nintendo,1.06,1.1,0.76,0.22,3.14,73.0,45.0,6.8,159.0,E,,,,,6.8
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,,,8.0,37.0,E,,,,,8.0
Spider-Man,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,19.0,8.9,109.0,E,,,,,8.9
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.41,1.03,0.46,0.23,3.13,91.0,81.0,8.9,1070.0,E,,,,,8.9
Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,102.0,E,,,,,8.5
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,1.53,1.03,0.1,0.46,3.12,82.0,57.0,7.8,496.0,M,Action;RPG,69905.0,0.9549531507045276,9.5,8.9
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,81.0,12.0,7.8,10.0,E,,,,,7.8
Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9.0,63.0,E,,,,,9.0
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,606.0,M,,,,,8.0
Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1309.0,M,,,,,5.4
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3153.0,M,RPG,11217.0,0.9516804849781582,9.5,9.2
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0,T,,,,,7.9
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,23.0,7.9,46.0,E,,,,,7.9
