Name,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,transformed_user_score,Sales_SubIndex,Critic_SubIndex,Player_SubIndex,Game_Success_Index
Left 4 Dead,X360,Shooter,1.0,0.5384615384615384,0.18518518518518517,1.0,1.0000000000000002,1.0,0.9591836734693879,0.6809116809116809,1.0000000000000002,0.9591836734693879,0.8800317847936897
Demons Souls,PS3,Role-Playing,0.6879432624113475,0.3626373626373626,1.0,0.5862068965517242,1.0000000000000002,1.0,0.9795918367346939,0.6591968804001086,1.0000000000000002,0.9795918367346939,0.8795962390449343
Killzone 2,PS3,Shooter,0.9929078014184397,0.9999999999999999,0.2962962962962963,1.0,1.0000000000000002,1.0,0.8163265306122449,0.8223010244286839,1.0000000000000002,0.8163265306122449,0.8795425183469764
Forza Motorsport 3,X360,Racing,1.0,0.9999999999999999,0.37037037037037035,1.0,1.0000000000000002,1.0,0.7959183673469388,0.8425925925925926,1.0000000000000002,0.7959183673469388,0.8795036533131771
Forza Motorsport 2,X360,Racing,1.0,0.9999999999999999,0.11111111111111109,1.0,1.0000000000000002,1.0,0.8571428571428572,0.7777777777777778,1.0000000000000002,0.8571428571428572,0.8783068783068785
Medal of Honor: Frontline,PS2,Shooter,1.0,0.9999999999999999,0.6296296296296297,1.0,0.9772727272727273,0.3833333333333333,0.8979591836734693,0.9074074074074074,0.8287878787878787,0.8979591836734693,0.8780514899562517
Street Fighter IV,PS3,Fighting,1.0,0.9999999999999999,1.0,1.0,1.0000000000000002,0.9166666666666666,0.653061224489796,1.0,0.9791666666666669,0.653061224489796,0.8774092970521542
Metal Gear Solid: Peace Walker,PSP,Action,0.3262411347517731,0.45054945054945045,1.0,0.8275862068965517,1.0000000000000002,1.0,0.9795918367346939,0.6510941980494438,1.0000000000000002,0.9795918367346939,0.876895344928046
Mario Kart: Super Circuit,GBA,Racing,1.0,0.9999999999999999,1.0,0.7931034482758622,1.0000000000000002,0.30000000000000004,0.8571428571428572,0.9482758620689655,0.8250000000000002,0.8571428571428572,0.8768062397372743
Grand Theft Auto V,PS3,Action,1.0,0.9999999999999999,1.0,1.0,1.0000000000000002,0.7333333333333334,0.6938775510204083,1.0,0.9333333333333336,0.6938775510204083,0.8757369614512474
Halo 3,X360,Shooter,1.0,0.9999999999999999,0.48148148148148145,1.0,1.0000000000000002,1.0,0.7551020408163265,0.8703703703703703,1.0000000000000002,0.7551020408163265,0.8751574703955658
Kingdom Hearts,PS2,Role-Playing,1.0,0.9999999999999999,1.0,0.24137931034482762,0.9090909090909092,0.6666666666666666,0.9591836734693879,0.8103448275862069,0.8484848484848485,0.9591836734693879,0.8726711165134811
Ace Combat 04: Shattered Skies,PS2,Simulation,1.0,0.6153846153846154,1.0,0.5862068965517242,1.0000000000000002,0.2666666666666666,1.0,0.8003978779840849,0.8166666666666669,1.0,0.8723548482169172
Devil May Cry,PS2,Action,0.9645390070921986,0.9450549450549449,1.0,0.4482758620689656,1.0000000000000002,0.5166666666666667,0.8979591836734693,0.8394674535540273,0.8791666666666669,0.8979591836734693,0.872197767964721
Saints Row: The Third,PS3,Action,0.6099290780141844,0.9999999999999999,0.6666666666666665,1.0,0.840909090909091,0.7333333333333334,0.9795918367346939,0.8191489361702127,0.8140151515151517,0.9795918367346939,0.8709186414733527
World Soccer Winning Eleven 8 International,PS2,Sports,0.11347517730496455,0.9999999999999999,1.0,1.0,1.0000000000000002,0.33333333333333337,1.0,0.7783687943262412,0.8333333333333336,1.0,0.8705673758865249
The Elder Scrolls V: Skyrim,PS3,Role-Playing,1.0,0.9999999999999999,0.9259259259259258,1.0,1.0000000000000002,0.16666666666666666,0.8367346938775508,0.9814814814814814,0.7916666666666669,0.8367346938775508,0.8699609473418998
Resident Evil 5,PS3,Action,1.0,0.9999999999999999,1.0,1.0,0.8863636363636365,1.0,0.6938775510204083,1.0,0.9147727272727273,0.6938775510204083,0.8695500927643786
Gran Turismo 5,PS3,Racing,1.0,0.9999999999999999,1.0,1.0,0.8863636363636365,1.0,0.6938775510204083,1.0,0.9147727272727273,0.6938775510204083,0.8695500927643786
Tomb Raider,PS,Action,1.0,0.9999999999999999,0.48148148148148145,0.8275862068965517,1.0000000000000002,0.11666666666666667,1.0,0.8272669220945083,0.7791666666666669,1.0,0.8688111962537249
World Soccer Winning Eleven 7 International,PS2,Sports,0.056737588652482275,0.9999999999999999,1.0,1.0,1.0000000000000002,0.3666666666666667,1.0,0.7641843971631206,0.8416666666666669,1.0,0.8686170212765959
Metroid Prime,GC,Shooter,1.0,0.7362637362637362,0.37037037037037035,0.3103448275862069,1.0000000000000002,1.0,1.0,0.6042447335550784,1.0000000000000002,1.0,0.8680815778516928
Dark Souls,PS3,Role-Playing,0.5319148936170213,0.5604395604395603,1.0,0.7586206896551725,1.0000000000000002,0.8,0.9387755102040816,0.7127437859279385,0.9500000000000002,0.9387755102040816,0.8671730987106733
Far Cry 3,X360,Shooter,0.9787234042553191,0.9999999999999999,0.07407407407407407,0.9655172413793105,1.0000000000000002,0.55,0.9591836734693879,0.7545786799271759,0.8875000000000002,0.9591836734693879,0.8670874511321879
Halo: Reach,X360,Shooter,1.0,0.9999999999999999,0.2962962962962963,1.0,1.0000000000000002,1.0,0.7755102040816326,0.8240740740740741,1.0000000000000002,0.7755102040816326,0.866528092718569
Uncharted: The Nathan Drake Collection,PS4,Action,1.0,0.9999999999999999,0.33333333333333326,1.0,0.9318181818181819,1.0,0.8163265306122449,0.8333333333333333,0.9488636363636365,0.8163265306122449,0.8661745001030715
Tomb Raider II,PS,Action,1.0,0.9999999999999999,0.7407407407407407,0.9655172413793105,0.9090909090909092,0.11666666666666667,0.9591836734693879,0.9265644955300127,0.7109848484848486,0.9591836734693879,0.8655776724947497
World Soccer Winning Eleven 6 International,PS2,Sports,0.0851063829787234,0.9999999999999999,1.0,1.0,1.0000000000000002,0.30000000000000004,1.0,0.7712765957446808,0.8250000000000002,1.0,0.8654255319148936
